Category,Month,Value,Year,Source
Interface com saúde,SET,18.0,2025,LEM_2025_3.xlsx
Internações,SET,0.0,2025,LEM_2025_3.xlsx
Novos ingressos,SET,3.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",SET,11.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,SET,16.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,SET,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",SET,7.0,2025,LEM_2025_3.xlsx
SAÚDE,SET,,2025,LEM_2025_3.xlsx
SCFV,SET,,2025,LEM_2025_3.xlsx
Saude mental,SET,40.0,2025,LEM_2025_3.xlsx
Saúde Clínica,SET,15.0,2025,LEM_2025_3.xlsx
Transferências,SET,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,SET,0.0,2025,LEM_2025_3.xlsx
aguardando vaga,SET,0.0,2025,LEM_2025_3.xlsx
matriculados,SET,12.0,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,OUT,0.0,2025,LEM_2025_3.xlsx
Atedimento familiar,OUT,33.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,OUT,41.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,OUT,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,OUT,,2025,LEM_2025_3.xlsx
Desligamentos,OUT,1.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),OUT,17.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,OUT,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,OUT,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,OUT,0.0,2025,LEM_2025_3.xlsx
Efetivos na casa,OUT,19.0,2025,LEM_2025_3.xlsx
Ensino EJA,OUT,,2025,LEM_2025_3.xlsx
Ensino infantil,OUT,,2025,LEM_2025_3.xlsx
Ensino regular,OUT,,2025,LEM_2025_3.xlsx
Evasão,OUT,0.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,OUT,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,OUT,0.0,2025,LEM_2025_3.xlsx
Interface com educação,OUT,15.0,2025,LEM_2025_3.xlsx
Interface com judiciário,OUT,11.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,OUT,20.0,2025,LEM_2025_3.xlsx
Interface com saúde,OUT,12.0,2025,LEM_2025_3.xlsx
Internações,OUT,1.0,2025,LEM_2025_3.xlsx
Novos ingressos,OUT,1.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",OUT,11.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,OUT,5.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,OUT,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",OUT,5.0,2025,LEM_2025_3.xlsx
SAÚDE,OUT,,2025,LEM_2025_3.xlsx
SCFV,OUT,,2025,LEM_2025_3.xlsx
Saude mental,OUT,39.0,2025,LEM_2025_3.xlsx
Saúde Clínica,OUT,10.0,2025,LEM_2025_3.xlsx
Transferências,OUT,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,OUT,1.0,2025,LEM_2025_3.xlsx
aguardando vaga,OUT,0.0,2025,LEM_2025_3.xlsx
matriculados,OUT,12.0,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,NOV,1.0,2025,LEM_2025_3.xlsx
Atedimento familiar,NOV,20.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,NOV,52.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,NOV,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,NOV,,2025,LEM_2025_3.xlsx
Desligamentos,NOV,1.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),NOV,16.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,NOV,1.0,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,NOV,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,NOV,0.0,2025,LEM_2025_3.xlsx
Efetivos na casa,NOV,17.0,2025,LEM_2025_3.xlsx
Ensino EJA,NOV,0.0,2025,LEM_2025_3.xlsx
Ensino infantil,NOV,,2025,LEM_2025_3.xlsx
Ensino regular,NOV,0.0,2025,LEM_2025_3.xlsx
Evasão,NOV,1.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,NOV,1.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,NOV,,2025,LEM_2025_3.xlsx
Interface com educação,NOV,18.0,2025,LEM_2025_3.xlsx
Interface com judiciário,NOV,8.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,NOV,10.0,2025,LEM_2025_3.xlsx
Interface com saúde,NOV,14.0,2025,LEM_2025_3.xlsx
Internações,NOV,10.0,2025,LEM_2025_3.xlsx
Novos ingressos,NOV,1.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",NOV,,2025,LEM_2025_3.xlsx
PIAS / Relatórios,NOV,20.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,NOV,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",NOV,10.0,2025,LEM_2025_3.xlsx
SAÚDE,NOV,0.0,2025,LEM_2025_3.xlsx
SCFV,NOV,,2025,LEM_2025_3.xlsx
Saude mental,NOV,,2025,LEM_2025_3.xlsx
Saúde Clínica,NOV,38.0,2025,LEM_2025_3.xlsx
Transferências,NOV,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,NOV,1.0,2025,LEM_2025_3.xlsx
aguardando vaga,NOV,,2025,LEM_2025_3.xlsx
matriculados,NOV,,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,DEZ,1.0,2025,LEM_2025_3.xlsx
Atedimento familiar,DEZ,29.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,DEZ,49.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,DEZ,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,DEZ,,2025,LEM_2025_3.xlsx
Desligamentos,DEZ,0.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),DEZ,0.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,DEZ,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,DEZ,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,DEZ,1.0,2025,LEM_2025_3.xlsx
Efetivos na casa,DEZ,18.0,2025,LEM_2025_3.xlsx
Ensino EJA,DEZ,,2025,LEM_2025_3.xlsx
Ensino infantil,DEZ,,2025,LEM_2025_3.xlsx
Ensino regular,DEZ,,2025,LEM_2025_3.xlsx
Evasão,DEZ,0.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,DEZ,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,DEZ,0.0,2025,LEM_2025_3.xlsx
Interface com educação,DEZ,12.0,2025,LEM_2025_3.xlsx
Interface com judiciário,DEZ,9.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,DEZ,20.0,2025,LEM_2025_3.xlsx
Interface com saúde,DEZ,13.0,2025,LEM_2025_3.xlsx
Internações,DEZ,1.0,2025,LEM_2025_3.xlsx
Novos ingressos,DEZ,1.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",DEZ,11.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,DEZ,14.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,DEZ,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",DEZ,9.0,2025,LEM_2025_3.xlsx
SAÚDE,DEZ,,2025,LEM_2025_3.xlsx
SCFV,DEZ,,2025,LEM_2025_3.xlsx
Saude mental,DEZ,38.0,2025,LEM_2025_3.xlsx
Saúde Clínica,DEZ,10.0,2025,LEM_2025_3.xlsx
Transferências,DEZ,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,DEZ,0.0,2025,LEM_2025_3.xlsx
aguardando vaga,DEZ,0.0,2025,LEM_2025_3.xlsx
matriculados,DEZ,11.0,2025,LEM_2025_3.xlsx
